date,open,high,low,close,volume
2018-03-13,282.85,286.63,282.17,286.13,10328
2018-03-14,284.25,284.99,278.43,278.91,9407
2018-03-15,279.04,280.66,277.33,277.49,7395
2018-03-16,277.86,277.9,274.29,274.35,9105
2018-03-19,273.9,277.31,272.61,274.83,6586
2018-03-20,275.07,275.33,269.22,269.94,12447
2018-03-21,269.52,271.34,269.07,270.45,16983
2018-03-22,270.0,271.33,269.34,270.89,8249
2018-03-23,270.64,271.34,268.44,268.77,9519
2018-03-26,268.05,272.32,266.59,270.03,24569
2018-03-27,270.41,276.19,270.25,275.85,10872
2018-03-28,275.85,276.97,275.79,276.72,5374
2018-03-29,276.59,277.06,276.57,277.01,6733
2018-04-02,272.11,274.05,270.12,271.68,4822
2018-04-03,272.23,273.45,271.49,272.91,7737
2018-04-04,272.4,272.65,263.13,264.67,12751
2018-04-05,266.08,269.58,265.32,269.24,9149
2018-04-06,269.07,269.64,267.4,269.61,8040
2018-04-09,270.36,272.07,269.84,271.66,7526
2018-04-10,270.7,271.26,270.62,270.98,6817
2018-04-11,271.07,271.96,263.51,265.93,10568
2018-04-12,266.69,267.9,263.33,263.72,8964
2018-04-13,263.26,264.13,258.11,259.04,7907
2018-04-16,257.24,264.11,255.77,263.31,10235
2018-04-23,255.76,257.1,250.07,251.47,10871
2018-04-18,260.43,260.83,255.68,257.82,7376
2018-04-19,258.99,259.41,257.24,257.65,8620
2018-04-20,257.41,257.7,255.84,256.83,5942
2018-04-17,263.14,264.04,259.88,260.72,8526
2018-04-24,251.63,254.43,251.4,253.14,9111
2018-04-25,253.23,255.39,252.84,254.4,6599
2018-04-26,254.16,254.62,247.09,247.75,31657
27-04-2018,248.63,250.68,248.26,250.02,4714
2018-04-30,249.55,252.72,249.2,252.29,27913
2018-05-01,252.15,264.13,251.44,262.03,15786
2018-05-02,262.26,262.28,257.05,259.43,9432
2018-05-03,258.88,260.88,258.26,260.72,21955
2018-05-04,260.79,266.13,260.3,265.41,26451
2018-05-07,264.48,265.03,264.08,264.14,7042
2018-05-08,264.54,267.44,263.6,266.64,7481
2018-05-09,266.48,269.54,265.41,269.29,7306
2018-05-10,269.33,271.12,265.33,265.48,11148
2018-05-11,265.57,267.26,265.34,266.86,6327
2018-05-14,266.61,271.12,265.6,269.53,6660
2018-05-15,270.61,274.6,268.42,273.57,9273
2018-05-16,274.9,277.42,274.71,276.8,9217
2018-05-17,276.34,276.77,273.7,274.64,6833
2018-05-18,275.71,276.22,269.77,270.93,26228
2018-05-21,271.76,273.0,270.14,270.74,7652
2018-05-22,270.37,270.9,269.14,269.54,5553
2018-05-24,266.46,267.66,264.47,265.47,7077
2018-05-25,266.67,266.68,263.86,264.6,8367
2018-05-28,264.72,268.13,264.33,266.74,7781
2018-05-29,267.17,267.28,261.95,262.36,10694
2018-05-30,262.59,263.49,262.23,262.77,5508
2018-05-31,262.48,264.09,260.46,262.04,6119
2018-06-01,262.23,262.32,259.46,261.11,8324
2018-06-04,261.8,265.99,261.55,265.79,9298
2018-06-05,265.37,267.06,263.72,265.7,5029
2018-06-06,265.84,267.92,261.5,261.88,7861
2018-06-07,261.51,263.48,259.65,260.57,7246
2018-06-08,259.45,260.57,255.29,255.46,9724
2018-06-11,255.41,260.41,254.79,260.23,12285
2018-06-12,261.08,262.62,259.5,261.46,6686
2018-06-13,260.96,261.92,259.02,260.14,7210
2018-06-15,263.82,265.18,259.78,259.96,9075
2018-06-18,259.63,268.29,259.16,266.68,31109
2018-06-19,265.64,267.38,262.71,267.11,7709
2018-06-20,266.31,267.03,264.53,265.1,4396
2018-06-21,265.03,268.31,264.86,267.89,11486
2018-06-22,267.77,271.03,265.25,270.44,9379
2018-06-25,270.99,272.16,270.34,272.03,8339
2018-06-27,270.71,270.77,266.78,267.75,11992
2018-06-28,267.43,269.16,266.9,268.33,5969
2018-06-29,268.41,268.77,265.37,266.21,8336
2018-07-02,265.84,265.95,263.1,263.38,7053
2018-07-03,262.56,264.07,259.14,260.66,13476
2018-07-04,259.98,263.54,258.99,263.11,7517
2018-07-05,263.26,263.9,259.04,259.84,10493
2018-07-06,259.08,263.07,257.74,262.45,7235
2018-07-09,263.74,268.58,262.81,266.63,17046
2018-07-10,266.8,266.9,262.67,263.23,12489
2018-07-11,262.34,263.22,260.1,260.25,8468
2018-07-12,260.0,261.08,256.47,257.72,7787
13-07-2018,257.54,258.25,253.52,253.96,8830
2018-07-16,254.88,255.63,246.4,247.54,11770
2018-07-17,247.74,248.09,240.38,241.34,12233
18-07-2018,240.8,241.94,237.71,238.0,10006
2018-07-19,238.53,245.7,238.19,245.46,12761
2018-07-20,244.42,245.4,243.34,243.39,6675
2018-07-23,243.04,243.27,235.43,235.98,9259
2018-07-24,235.91,237.26,235.51,236.36,6219
2018-07-25,236.31,237.63,235.82,236.65,5545
2018-07-26,236.42,244.11,235.23,244.11,46350
2018-07-27,243.47,244.35,242.92,244.31,10016
2018-07-30,244.84,250.28,244.77,249.26,11562
2018-07-31,249.21,249.93,244.44,245.56,8232
2018-08-01,245.42,245.53,243.35,243.55,7006
2018-08-02,243.72,245.0,241.69,242.85,7979
2018-08-03,241.36,242.13,240.99,241.62,6488
2018-08-06,241.01,242.65,240.32,242.56,5770
2018-08-07,241.78,244.87,241.05,244.55,8084
2018-08-08,243.13,244.01,240.43,241.23,6711
2018-08-09,241.71,241.94,238.86,239.73,10002
2018-08-10,239.31,239.61,231.95,232.09,10888
2018-08-13,232.29,232.47,230.81,230.85,6651
2018-08-14,230.64,233.81,230.2,233.36,9430
2018-08-15,233.07,236.65,232.84,236.23,8824
2018-08-16,235.92,235.98,235.3,235.73,6377
2018-08-17,235.13,237.7,234.64,237.32,9367
2018-08-20,237.3,241.37,237.22,240.77,10526
2018-08-21,241.11,241.66,239.9,240.03,7698
2018-08-22,241.24,244.69,240.62,244.34,11882
2018-08-23,244.32,244.72,243.44,243.51,5815
2018-08-24,243.85,243.98,242.59,242.65,8149
2018-08-27,241.97,242.08,241.15,241.42,6196
2018-08-28,241.64,246.31,240.97,246.18,9000
2018-08-29,246.54,248.74,246.27,247.95,8067
2018-08-30,248.06,248.84,245.25,245.78,7712
2018-08-31,246.51,247.04,245.84,246.52,7230
2018-09-03,246.55,250.04,246.51,249.58,9500
2018-09-04,249.49,250.74,249.41,250.4,8179
2018-09-05,250.94,253.11,250.21,252.4,6746
2018-09-06,252.35,252.79,250.16,250.49,9273
2018-09-07,250.31,250.52,247.4,247.49,6860
2018-09-10,247.34,249.34,246.72,249.09,7836
2018-09-11,249.04,250.79,248.95,250.4,7515
2018-09-12,250.06,250.28,246.64,246.85,7968
2018-09-13,247.4,250.46,247.36,249.86,9510
2018-09-14,250.06,253.91,249.32,252.88,8123
2018-09-17,253.12,256.06,252.69,255.62,7489
2018-09-18,255.3,256.9,255.28,256.75,7103
2018-09-19,256.2,256.3,255.14,255.58,7525
2018-09-20,255.98,256.08,254.36,254.78,8058
2018-09-21,254.57,254.86,252.83,253.07,4527
2018-09-24,253.87,255.12,253.17,254.14,5391
2018-09-25,254.06,254.46,253.01,253.9,5983
2018-09-26,254.15,255.63,253.27,255.16,6512
2018-09-28,253.19,253.22,249.79,250.56,8847
2018-09-27,255.23,255.24,252.7,253.26,7588
2018-10-01,250.26,250.88,249.76,250.77,7582
2018-10-02,250.8,251.84,250.59,251.72,5733
2018-10-04,250.92,254.61,250.2,254.08,8703
2018-10-05,253.92,254.4,251.62,252.02,6766
08-10-2018,252.07,252.4,250.86,251.23,5936
2018-10-09,251.29,251.63,249.64,249.83,6717
2018-10-10,249.72,250.28,248.28,249.24,5720
2018-10-11,249.42,249.83,248.73,248.97,5949
2018-10-12,249.17,249.67,247.79,249.4,5319
2018-10-15,249.87,250.19,248.47,249.41,5537
2018-10-16,249.24,251.31,248.89,250.57,8398
2018-10-17,250.55,254.24,250.27,253.48,8178
2018-10-18,253.09,255.8,252.35,255.28,6417
2018-10-19,255.02,255.38,252.46,252.57,9247
2018-10-22,252.48,252.93,252.23,252.34,7606
2018-10-23,252.55,253.96,252.23,252.91,6280
2018-10-24,252.12,253.34,250.55,250.73,6600
2018-10-25,250.16,252.09,249.89,251.71,7561
2018-10-26,251.77,254.79,251.51,254.41,8130
2018-10-29,254.73,254.98,254.04,254.11,8666
2018-10-30,254.06,254.92,253.86,254.39,7707
2018-10-31,254.69,254.96,254.28,254.64,5972
2018-11-01,254.52,255.4,254.07,255.21,7608
2018-11-02,254.76,258.93,254.73,257.66,6851
2018-11-05,257.73,258.14,257.38,258.01,5646
2018-11-06,258.32,258.47,257.98,258.07,6563
2018-11-07,258.51,259.2,257.65,259.04,7397
2018-11-08,259.05,259.66,258.72,259.66,6654
2018-11-09,259.73,259.82,258.78,258.92,7707
2018-11-12,259.14,259.22,257.48,257.49,8097
2018-11-13,257.1,261.84,256.87,261.64,10381
2018-11-14,261.12,261.3,260.27,261.2,7793
2018-11-15,260.64,261.19,257.45,258.13,7110
2018-11-16,258.32,259.84,258.22,259.59,6647
2018-11-19,259.94,261.5,259.6,260.92,8203
2018-11-21,259.44,261.54,258.94,261.25,6895
2018-11-22,261.34,263.66,260.79,263.45,9581
2018-11-23,263.3,265.55,263.12,265.32,7845
2018-11-26,265.0,268.23,264.91,268.04,9069
2018-11-27,267.72,268.04,265.21,265.65,7369
2018-11-28,265.39,266.83,264.19,266.68,5149
2018-11-29,267.34,267.58,264.97,265.22,9589
2018-11-30,265.39,266.58,264.71,265.56,6013
2018-12-03,265.82,266.31,264.19,265.44,7303
2018-12-04,264.97,265.45,263.25,263.55,7705
2018-12-05,263.56,265.68,263.01,264.88,8030
2018-12-06,265.13,266.64,264.92,265.62,6362
2018-12-07,265.51,266.71,265.46,266.68,6395
2018-12-10,267.12,267.76,263.72,263.88,6952
2018-12-11,263.71,263.98,261.06,261.23,8946
2018-12-12,261.81,261.95,260.6,260.8,5470
2018-12-13,260.91,261.12,260.14,260.43,6181
2018-12-14,260.07,262.57,259.74,261.88,7384
2018-12-17,261.42,261.58,261.17,261.45,7813
2018-12-18,261.63,261.8,260.56,260.68,7891
2018-12-19,260.83,262.48,260.71,261.87,6305
2018-12-20,261.68,264.8,261.34,264.21,8648
2018-12-21,264.19,264.32,262.59,262.8,6193
2018-12-24,262.9,266.09,262.5,265.98,8620
2018-12-27,267.64,267.66,266.56,267.02,5594
2018-12-26,266.47,267.25,266.17,267.06,6142
2018-12-25,266.28,266.62,266.19,266.36,5592
2018-12-28,266.6,267.23,266.25,267.2,6509
2018-12-31,267.11,267.55,266.22,267.47,6553
2019-01-01,267.53,268.31,266.91,268.16,6669
2019-01-02,267.8,268.24,266.35,266.39,7984
2019-01-03,266.81,269.69,266.15,269.23,9376
2019-01-04,269.76,272.55,269.34,272.07,9400
2019-01-07,272.14,272.7,270.09,270.18,5527
2019-01-08,269.82,273.49,269.69,272.92,8208
2019-01-09,273.45,274.0,271.72,272.24,6743
2019-01-10,272.71,272.9,270.41,270.98,7590
2019-01-11,271.09,271.49,270.47,270.85,7384
2019-01-14,270.76,274.47,270.18,274.42,8138
2019-01-18,279.98,280.33,279.07,279.37,5876
2019-01-16,277.6,278.85,277.37,278.04,7258
2019-01-17,277.94,280.19,277.62,279.9,8056
2019-01-15,274.49,277.1,273.91,276.99,6493
2019-01-21,278.4,278.72,277.64,277.73,7378
2019-01-22,278.01,281.32,277.35,281.02,6458
2019-01-23,281.08,283.22,280.98,282.45,6322
2019-01-24,283.01,287.16,282.24,285.98,7192
2019-01-25,285.65,285.86,282.24,282.5,8610
2019-01-28,283.05,283.28,282.44,282.92,6607
2019-01-29,282.83,283.28,280.68,281.45,6985
2019-01-30,281.02,286.2,280.48,286.02,24973
2019-01-31,285.68,285.78,282.77,282.91,8975
2019-02-01,282.78,287.25,281.83,286.33,10352
2019-02-04,287.27,287.98,286.14,286.83,6742
2019-02-05,287.24,287.31,286.11,286.78,3860
2019-02-06,286.74,290.73,285.08,290.39,10338
2019-02-07,289.73,295.13,288.77,293.46,9346
2019-02-08,293.64,294.24,290.04,290.94,7467
2019-02-11,290.15,298.22,289.61,297.7,14851
2019-02-12,297.07,297.25,295.59,296.75,19384
2019-02-13,296.45,296.97,290.99,291.46,9185
2019-02-14,290.08,291.5,284.93,287.2,8773
2019-02-15,287.72,290.13,287.18,289.06,8593
2019-02-18,288.72,294.4,287.81,294.22,9959
2019-02-19,294.21,299.86,293.58,299.82,8955
2019-02-20,300.06,302.57,299.38,302.06,5977
2019-02-21,302.79,303.54,302.32,302.65,6165
2019-02-22,302.86,310.22,301.94,309.1,12208
2019-02-25,308.73,309.6,308.16,309.09,6516
2019-02-26,308.4,309.18,305.0,306.2,20838
2019-02-27,306.62,310.17,305.98,309.79,7366
28-02-2019,309.57,309.91,302.02,302.03,13229
2019-03-05,302.42,302.84,297.48,297.56,11210
2019-03-04,302.08,303.26,300.03,302.64,6317
01-03-2019,302.57,303.19,300.86,301.66,6905
2019-03-06,297.57,298.6,295.73,295.75,6593
2019-03-07,295.1,297.23,294.48,294.96,6265
2019-03-08,294.99,294.99,287.91,288.23,11340
2019-03-11,289.39,289.96,287.37,289.19,5375
2019-03-12,288.54,289.25,287.4,287.81,7250
2019-03-13,287.55,287.97,278.14,279.46,11938
2019-03-14,279.23,280.99,278.57,280.02,5644
2019-03-15,279.74,280.74,278.46,279.36,6526
2019-03-18,280.12,284.35,279.86,284.11,11554
2019-03-19,284.06,286.65,281.41,284.74,7666
2019-03-20,285.67,292.29,284.47,291.57,9908
2019-03-21,292.36,296.73,292.24,296.48,8711
2019-03-22,296.43,302.98,295.84,302.62,14892
2019-03-25,303.44,304.49,303.4,304.1,7389
2019-03-26,303.9,305.42,302.37,303.08,7282
2019-03-27,302.7,304.77,302.05,304.42,26615
2019-03-28,304.49,306.62,302.57,305.47,7914
2019-03-29,305.86,309.44,305.74,309.18,9585
2019-04-01,309.2,309.81,303.94,304.09,11522
2019-04-02,303.08,304.54,300.4,301.96,4681
2019-04-03,301.96,302.65,300.74,301.2,5311
2019-04-04,301.88,303.24,300.77,301.27,6421
2019-04-05,300.79,303.2,300.59,302.01,7198
2019-04-08,301.37,303.47,300.7,301.52,13276
2019-04-09,301.45,301.93,299.76,301.71,8141
2019-04-10,301.88,302.24,296.02,296.25,11473
2019-04-11,296.76,297.09,288.06,290.04,14950
2019-04-12,291.28,291.67,288.12,288.45,7004
2019-04-15,288.28,288.54,282.54,283.33,27407
2019-04-16,281.61,281.62,277.46,279.03,7895
2019-04-17,278.25,278.37,274.8,275.2,8326
2019-04-18,276.33,279.62,275.75,277.1,5534
2019-04-19,276.5,282.65,275.88,282.0,12485
2019-04-22,281.64,282.08,279.87,280.07,6626
2019-04-23,280.27,280.53,277.95,279.39,8555
2019-04-24,278.47,279.14,268.92,270.39,14143
2019-04-25,270.67,271.53,269.87,270.99,6539
2019-04-26,270.77,275.38,270.7,273.46,8555
2019-04-29,272.78,274.83,270.64,274.21,7696
2019-04-30,274.19,278.24,273.25,276.73,9772
2019-05-01,277.58,279.55,276.39,279.54,7780
2019-05-02,280.57,286.71,280.42,285.14,8940
2019-05-03,284.93,285.83,283.65,285.4,7214
2019-05-06,284.32,284.89,273.39,275.7,14959
2019-05-07,275.63,280.47,275.03,278.28,10250
2019-05-08,278.11,280.14,274.47,274.78,9490
2019-05-09,274.64,275.01,269.54,270.93,10905
2019-05-10,271.11,271.16,268.38,268.88,8195
2019-05-15,275.97,280.87,275.87,279.73,8906
2019-05-13,268.7,275.24,267.86,273.84,9069
2019-05-16,280.16,280.93,277.67,278.02,6446
2019-05-17,277.33,278.41,272.95,274.98,6885
2019-05-20,275.67,276.19,270.61,271.12,8956
2019-05-21,271.42,274.3,271.1,273.99,8450
2019-05-22,273.9,276.05,272.37,273.74,4031
2019-05-23,273.38,277.04,273.04,276.66,7647
2019-05-28,282.26,284.15,280.71,283.96,6239
2019-05-27,280.73,284.77,280.28,283.22,17451
2019-05-24,276.12,280.46,276.01,279.97,7366
2019-05-29,283.96,286.51,277.43,278.69,10524
2019-05-30,279.34,288.0,278.69,287.0,11434
2019-05-31,287.88,290.73,287.77,289.21,9376
2019-06-03,288.66,291.19,288.62,290.69,8500
2019-06-04,290.65,291.61,288.3,290.85,5663
2019-06-05,291.56,295.14,291.06,294.99,8521
2019-06-06,295.16,302.41,294.25,302.38,10874
2019-06-07,301.99,303.12,300.68,300.89,7933
2019-06-10,300.6,301.32,299.95,301.21,7872
2019-06-11,300.76,302.19,300.01,301.63,7359
2019-06-12,301.4,305.54,301.39,304.85,9395
2019-06-13,303.78,307.64,303.69,307.61,9239
2019-06-14,308.05,308.77,304.58,306.45,6754
2019-06-17,306.26,307.8,302.77,303.93,7268
2019-06-18,304.05,306.04,303.71,305.64,7104
19-06-2019,305.24,305.98,304.03,304.58,6560
2019-06-20,304.56,306.1,300.39,300.98,9969
2019-06-21,300.28,300.75,298.58,298.74,6617
2019-06-24,299.49,300.19,298.21,298.58,7152
2019-06-25,298.35,299.45,298.06,299.09,6497
2019-06-27,300.64,300.97,299.02,299.63,8900
2019-06-26,299.17,300.86,298.1,300.25,6561
2019-06-28,299.05,299.55,298.21,298.9,6114
2019-07-01,298.67,300.09,298.01,298.32,6905
2019-07-02,298.48,298.85,293.2,293.25,9385
2019-07-03,293.72,296.06,293.71,295.94,9089
2019-07-04,295.99,296.17,294.95,295.13,5633
2019-07-05,294.42,294.6,292.4,293.48,5703
2019-07-08,293.31,293.66,290.37,290.37,7888
2019-07-09,290.55,290.64,288.86,289.11,7345
2019-07-10,288.67,289.15,288.51,288.6,6659
2019-07-11,288.53,291.42,288.37,290.81,6544
2019-07-12,290.94,293.05,290.88,292.45,8124
2019-07-15,292.29,293.93,291.69,292.67,5847
2019-07-16,292.82,293.46,291.59,292.06,7055
2019-07-17,291.75,292.1,290.25,290.98,5772
2019-07-18,291.17,291.4,289.64,289.99,6283
2019-07-19,290.08,291.84,289.76,290.91,4762
2019-07-22,290.91,292.16,289.87,290.29,6512
2019-07-23,289.98,291.76,288.91,290.5,6483
24-07-2019,290.67,292.38,290.52,291.68,7520
2019-07-25,291.3,291.7,290.31,290.46,5874
2019-07-26,289.88,290.27,289.25,289.77,4971
2019-07-29,289.84,291.14,289.36,291.1,6276
2019-07-30,290.83,290.99,289.06,289.25,7952
2019-07-31,289.34,289.47,288.06,288.61,4147
2019-08-01,288.52,288.69,287.62,287.71,6800
2019-08-02,288.13,289.22,287.53,288.95,5080
2019-08-05,289.27,290.66,287.48,288.34,6309
2019-08-06,288.56,288.72,286.16,286.85,7544
2019-08-07,286.63,286.77,283.75,284.34,5903
2019-08-08,284.55,284.59,283.05,283.32,7888
2019-08-09,282.98,283.35,282.39,282.39,6664
2019-08-12,282.08,282.55,281.51,281.65,8019
2019-08-13,281.88,283.86,281.38,283.46,7418
2019-08-14,283.19,284.27,281.46,281.86,7108
2019-08-15,282.12,282.14,281.52,281.54,6756
2019-08-16,281.33,281.84,277.41,277.79,9127
2019-08-19,278.29,278.6,275.94,276.71,8408
2019-08-20,277.1,277.48,275.0,275.75,8861
2019-08-21,275.74,276.18,274.35,274.56,5661
2019-08-22,274.37,276.19,273.57,275.6,8964
2019-08-23,275.72,276.08,275.06,275.32,6830
2019-08-26,275.32,275.73,274.16,275.02,6831
2019-08-27,274.78,276.24,274.55,275.45,7874
2019-08-28,275.43,275.48,273.86,274.42,7716
2019-08-29,274.48,275.03,274.11,274.51,5822
2019-08-30,274.28,275.14,273.84,274.78,7026
2019-09-02,274.03,274.73,273.02,273.1,7068
2019-09-03,273.28,273.74,272.59,273.47,6509
2019-09-04,273.89,275.07,273.68,274.9,7827
2019-09-05,274.03,274.28,270.11,271.31,7806
2019-09-06,271.67,272.47,271.61,272.34,4857
2019-09-09,272.12,272.95,271.23,271.35,8364
2019-09-10,271.68,272.21,269.53,270.06,5698
2019-09-11,269.93,271.94,269.04,271.56,9249
2019-09-12,271.96,272.05,270.28,270.96,3576
2019-09-13,270.85,272.86,270.83,272.4,7583
2019-09-16,273.46,274.19,273.08,274.12,7021
2019-09-23,274.57,275.33,272.87,273.03,6602
2019-09-18,275.16,278.56,274.59,278.32,8779
2019-09-19,278.04,278.32,276.33,276.83,5732
2019-09-20,277.03,277.46,274.11,274.23,8724
2019-09-17,273.97,274.53,273.92,274.28,6587
2019-09-24,273.41,275.32,273.01,274.94,7948
2019-09-25,274.7,275.35,270.66,271.79,8117
2019-09-26,271.55,271.84,268.96,269.0,9608
2019-09-27,269.5,270.21,267.41,268.68,7301
2019-09-30,268.47,268.96,268.0,268.16,5755
2019-10-01,267.97,268.69,265.97,266.13,8566
2019-10-02,266.0,266.42,263.99,264.82,7914
2019-10-03,264.51,264.59,262.41,262.48,6221
2019-10-04,262.61,262.67,260.88,261.54,6908
2019-10-07,261.33,265.18,261.32,264.52,6824
2019-10-08,264.73,265.4,264.13,264.15,8296
2019-10-09,264.55,267.11,263.91,266.17,7833
2019-10-10,266.26,266.37,266.2,266.23,6997
2019-10-11,265.81,266.54,264.46,265.29,7455
2019-10-14,265.15,266.41,264.28,266.29,6906
2019-10-15,266.23,266.5,265.11,265.3,7369
2019-10-16,265.1,265.68,264.33,265.15,7060
2019-10-18,263.6,263.91,262.97,263.53,6637
2019-10-21,263.54,264.27,263.02,263.33,5556
2019-10-22,263.52,265.3,263.17,263.98,6152
2019-10-23,263.64,264.47,261.29,262.19,7836
2019-10-24,261.57,262.46,254.27,254.84,8140
2019-10-25,255.34,255.38,253.45,254.32,19027
2019-10-28,253.47,254.56,252.45,253.13,6142
2019-10-29,253.05,256.44,253.03,254.73,8416
2019-10-30,253.89,256.47,252.12,255.5,9230
2019-10-31,255.18,257.21,254.81,256.73,5959
2019-11-01,256.14,258.26,251.65,252.7,25712
2019-11-04,253.21,254.77,253.2,254.63,6894
2019-11-05,254.87,263.08,254.12,263.08,63386
2019-11-06,262.91,263.79,260.44,260.53,7948
2019-11-07,262.23,266.74,262.08,266.51,9573
2019-11-08,265.49,267.68,265.25,267.38,7348
2019-11-11,267.67,268.27,266.92,267.51,6109
2019-11-12,267.6,270.37,266.63,269.28,6983
2019-11-13,269.24,273.44,268.19,272.81,11779
2019-11-14,271.83,272.67,264.5,265.14,11191
2019-11-15,265.86,267.61,265.13,267.3,5277
2019-11-18,267.36,270.96,266.94,270.75,34511
2019-11-19,271.99,272.07,270.68,271.0,5679
2019-11-20,271.21,271.24,267.61,268.86,9679
2019-11-21,269.82,270.97,269.22,270.34,6791
2019-11-22,269.68,271.72,268.96,271.18,6265
2019-11-25,270.45,272.27,269.23,270.05,16514
2019-11-27,269.43,273.27,268.13,271.86,8008
2019-11-28,271.43,271.82,270.44,270.59,7373
2019-11-29,270.34,270.73,269.4,270.39,6373
2019-12-02,271.44,272.53,265.21,265.52,11934
2019-12-03,264.6,266.46,263.02,265.76,6753
2019-12-04,265.2,269.79,264.74,268.9,8948
2019-12-05,268.93,269.08,266.47,267.17,8533
2019-12-06,267.16,267.29,264.67,265.32,6937
2019-12-09,265.51,268.04,264.77,266.68,7767
2019-12-10,266.2,267.44,265.95,267.23,7288
2019-12-11,268.1,271.77,267.85,271.58,8807
2019-12-12,271.81,272.6,265.38,265.65,11151
2019-12-13,265.88,269.38,264.88,269.28,33771
2019-12-16,268.04,278.43,266.5,275.87,9150
2019-12-17,275.49,276.2,266.12,266.42,13899
2019-12-18,266.74,268.82,266.71,267.13,7554
2019-12-19,266.87,273.56,265.41,273.15,9912
2019-12-20,272.71,274.0,271.36,273.88,5053
2019-12-23,273.93,274.54,266.89,267.22,11865
2019-12-24,268.09,268.69,267.1,268.65,8667
2019-12-25,268.85,269.7,265.19,265.37,12448
2019-12-26,264.83,266.14,263.69,264.52,6402
2019-12-27,263.53,265.08,253.63,254.17,13279
2019-12-30,253.75,256.07,252.93,254.91,8323
2019-12-31,255.26,257.01,251.53,251.87,8897
2020-01-01,252.0,254.12,251.17,252.42,6504
2020-01-07,257.86,258.91,254.18,255.38,10271
2020-01-03,254.92,260.72,253.66,259.85,10529
2020-01-06,259.37,259.43,257.58,258.69,5194
2020-01-02,252.14,255.11,251.87,254.67,8356
2020-01-08,254.71,258.73,254.34,258.09,8731
2020-01-09,257.71,257.88,256.05,257.42,12695
2020-01-13,260.85,264.79,259.95,264.34,10244
2020-01-10,257.16,261.93,256.59,261.09,10599
2020-01-14,264.05,264.74,263.94,264.08,6716
2020-01-15,264.53,274.04,264.18,272.98,45073
2020-01-16,272.71,274.6,272.24,272.69,6499
2020-01-17,272.77,278.91,272.36,277.32,6699
2020-01-20,276.88,278.3,275.77,277.88,8561
2020-01-21,276.78,277.44,276.43,276.69,18755
2020-01-22,276.47,276.91,272.72,272.75,9354
23-01-2020,273.76,274.7,265.61,266.74,12257
2020-01-24,265.92,266.43,263.71,264.22,6124
2020-01-27,264.4,265.07,263.82,264.42,7615
28-01-2020,264.17,264.31,255.46,256.12,12786
2020-01-29,257.62,258.0,257.48,257.73,5036
2020-01-30,257.0,257.59,254.24,255.93,6719
2020-01-31,256.16,262.24,255.11,261.46,22452
2020-02-03,262.32,262.91,261.91,262.73,6065
2020-02-04,262.41,269.44,261.59,268.39,12030
2020-02-05,268.63,269.46,267.57,267.93,5604
