date,open,high,low,close,volume
2019-04-23,340.95,342.25,340.95,341.83,4916
2019-04-24,341.36,341.36,340.38,340.94,4564
2019-04-25,341.03,341.23,340.49,341.21,4724
2019-04-29,342.25,342.56,341.29,341.29,4823
2019-04-26,341.46,342.4,341.18,342.4,5653
2019-04-30,341.11,342.04,340.74,342.04,4488
2019-05-01,341.74,342.89,341.45,342.89,5541
2019-05-02,343.02,343.75,343.02,343.53,4702
2019-05-03,343.62,343.91,342.61,342.93,5090
2019-05-06,342.93,343.83,342.93,343.23,3749
2019-05-07,343.17,343.17,341.8,341.97,5564
2019-05-08,341.92,342.6,341.67,342.6,5939
2019-05-09,342.89,342.89,341.47,341.9,6446
2019-05-10,341.25,341.25,340.08,340.26,5431
2019-05-13,340.09,340.57,340.09,340.22,5862
2019-05-14,340.46,341.22,340.13,340.9,5302
2019-05-15,340.51,341.08,340.32,340.45,4969
2019-05-16,340.32,340.38,339.08,339.08,4646
2019-05-17,339.45,340.23,339.27,339.93,5465
2019-05-20,339.93,340.28,339.68,339.81,4776
21-05-2019,339.8,339.8,338.41,338.41,5152
2019-05-22,338.11,338.32,337.52,337.52,4972
2019-05-23,337.8,337.9,337.11,337.64,5910
2019-05-24,337.63,337.9,337.13,337.23,2803
2019-05-27,337.22,338.08,337.22,338.04,6209
2019-05-28,337.54,337.98,336.6,337.98,4070
2019-05-29,338.28,338.62,337.36,337.36,3450
2019-05-30,337.48,338.5,337.48,338.5,4343
2019-05-31,338.48,338.48,336.05,336.05,6715
2019-06-03,336.39,337.92,336.39,337.92,4771
2019-06-04,337.84,338.42,337.84,338.23,5617
2019-06-05,338.14,339.5,338.14,339.5,6263
2019-06-06,339.18,339.18,338.5,338.76,4654
2019-06-07,338.63,338.82,338.45,338.65,5160
2019-06-10,338.53,339.47,338.2,339.01,3874
2019-06-11,339.03,339.45,338.87,338.87,4867
2019-06-12,338.61,338.97,337.99,338.97,5828
2019-06-13,338.97,338.97,337.87,338.5,5082
2019-06-14,337.97,339.93,337.97,339.93,6400
17-06-2019,340.27,340.27,339.36,339.39,5488
2019-06-18,339.12,339.12,338.29,338.33,5027
2019-06-19,338.47,338.6,337.97,338.44,3327
2019-06-20,338.56,338.56,337.76,337.76,4747
2019-06-21,338.33,339.28,338.33,339.28,4672
2019-06-24,339.59,339.78,339.22,339.78,4407
2019-06-25,339.76,339.76,338.85,339.58,4905
2019-06-26,339.58,340.01,339.49,340.01,3203
2019-06-27,340.42,341.16,340.1,340.1,5436
2019-06-28,339.86,340.11,338.67,338.67,4632
2019-07-01,338.61,338.78,337.59,338.78,4150
2019-07-02,339.13,339.21,338.92,339.15,5018
2019-07-03,338.63,338.78,337.8,337.96,3741
2019-07-04,338.06,339.61,337.97,339.48,5973
2019-07-05,339.41,340.02,338.63,338.63,5665
2019-07-08,338.1,338.75,337.68,338.11,5177
2019-07-09,338.34,338.42,337.11,338.11,5500
2019-07-10,338.68,340.09,338.68,340.09,4389
11-07-2019,339.75,341.14,338.64,341.14,4626
2019-07-12,341.0,342.54,341.0,341.8,3816
2019-07-15,342.47,342.47,340.05,340.05,5982
2019-07-16,340.57,341.43,339.95,341.43,5275
2019-07-17,341.15,342.62,341.15,342.62,5021
2019-07-18,342.57,343.26,342.33,343.26,5051
2019-07-19,343.1,343.91,343.1,343.87,5948
2019-07-25,342.69,342.69,340.96,340.96,5582
2019-07-23,343.4,343.84,342.75,342.75,5544
2019-07-24,342.66,343.68,342.66,342.98,5624
2019-07-22,343.34,344.21,342.8,343.63,6055
2019-07-26,340.98,340.98,339.97,340.08,5303
2019-07-29,340.3,340.3,338.69,339.28,5497
2019-07-30,339.63,341.37,339.63,340.13,5568
2019-07-31,340.76,340.93,339.28,339.77,5790
2019-08-01,340.06,341.21,339.98,340.54,5016
2019-08-02,339.96,341.17,339.94,339.94,4505
2019-08-05,339.83,341.05,338.84,339.16,5401
2019-08-06,338.83,340.32,338.67,339.28,6021
2019-08-07,338.36,338.77,337.26,337.26,4879
2019-08-08,336.94,336.94,335.54,335.54,5510
2019-08-09,335.77,337.23,335.17,335.17,4780
2019-08-12,335.4,337.22,335.4,336.32,4651
2019-08-13,336.33,336.69,335.71,336.31,4872
2019-08-14,336.63,337.03,336.34,336.51,3168
2019-08-15,336.55,337.41,335.81,336.55,4879
2019-08-16,336.83,337.67,336.77,336.77,4058
2019-08-19,337.01,338.78,336.64,338.78,6335
2019-08-20,339.21,339.21,337.18,337.54,5808
2019-08-21,337.78,337.78,336.25,336.25,4103
2019-08-22,336.44,337.14,336.08,336.97,5162
2019-08-23,337.77,338.95,337.77,338.95,5285
2019-08-26,338.6,340.4,338.6,340.4,4815
2019-08-27,340.63,340.63,339.38,339.46,5115
28-08-2019,339.24,340.05,339.07,339.91,4711
29-08-2019,339.42,339.42,336.68,336.68,5652
2019-08-30,335.53,335.53,333.77,333.78,5213
2019-09-03,332.71,332.71,330.41,330.42,4857
2019-09-04,330.43,330.43,328.07,328.07,5330
2019-09-05,327.6,328.11,327.22,328.04,4612
2019-09-06,327.3,328.58,326.95,327.88,5596
2019-09-09,328.1,328.1,325.04,325.04,5414
2019-09-10,325.21,326.54,324.91,326.13,4750
2019-09-11,325.89,328.5,325.89,327.12,6038
2019-09-12,326.88,327.39,325.43,326.46,5257
2019-09-13,326.14,326.82,324.74,326.73,5433
2019-09-16,327.22,328.16,327.2,327.27,5055
2019-09-17,326.99,328.44,326.77,328.44,5169
2019-09-18,328.29,329.14,327.8,327.8,4476
2019-09-19,327.28,329.38,327.28,329.38,4754
2019-09-20,329.55,330.9,329.32,330.9,5795
2019-09-23,331.56,333.58,331.28,333.58,4922
2019-09-24,332.53,332.53,330.54,330.56,5266
2019-09-25,330.37,330.4,329.49,329.49,5366
2019-09-26,330.08,331.21,329.32,331.21,5127
2019-09-27,331.22,332.03,329.21,329.21,5519
2019-09-30,328.72,328.9,327.91,327.91,4719
2019-10-01,327.43,328.01,326.7,327.9,5586
2019-10-02,327.81,327.81,326.64,327.34,6152
2019-10-03,327.55,328.59,326.81,327.13,5283
2019-10-04,326.99,327.24,326.52,326.74,4277
2019-10-07,326.32,326.99,325.79,326.99,4618
2019-10-08,326.88,327.95,324.86,325.83,4189
2019-10-09,325.66,326.48,324.19,324.19,4901
2019-10-10,324.95,324.95,323.45,323.45,4663
2019-10-11,324.18,324.39,322.28,323.95,4868
2019-10-14,323.48,323.53,322.93,323.14,4542
2019-10-15,323.75,325.47,323.75,324.89,5603
2019-10-16,323.95,324.99,323.58,324.99,6310
2019-10-17,324.21,325.07,323.63,323.63,6490
2019-10-18,323.67,324.56,322.63,324.56,4760
2019-10-21,324.14,326.62,324.14,326.55,5679
2019-10-22,326.73,327.48,326.32,326.39,5705
2019-10-23,326.36,326.78,325.86,325.86,5933
2019-10-24,326.01,326.46,325.52,325.52,5620
2019-10-25,326.23,326.48,324.19,325.0,5447
2019-10-28,325.34,325.62,324.99,325.56,5528
2019-10-29,326.3,326.59,323.48,323.48,4684
2019-10-30,324.14,324.14,320.64,320.64,5856
2019-10-31,320.91,321.29,319.63,321.29,6167
2019-11-01,321.06,323.49,321.06,322.82,5542
2019-11-04,323.73,324.03,322.87,323.78,3841
2019-11-05,324.21,324.21,322.01,322.24,5903
2019-11-06,322.26,322.26,320.3,320.35,4993
2019-11-07,320.18,321.94,320.09,321.94,4868
2019-11-08,322.19,324.01,321.88,324.01,5346
2019-11-11,324.56,325.49,324.56,325.49,6454
2019-11-12,325.86,327.41,324.99,327.41,6134
2019-11-13,327.61,327.61,326.37,327.04,5301
2019-11-14,326.56,328.75,326.17,328.75,4891
2019-11-15,328.7,328.7,327.11,327.74,5212
2019-11-18,327.2,327.2,325.55,326.65,4338
2019-11-19,326.56,326.96,326.56,326.57,5144
2019-11-20,326.37,327.03,326.37,326.5,5480
2019-11-21,326.32,326.64,325.65,325.8,6674
2019-11-22,325.65,328.49,325.65,328.49,5113
2019-11-25,329.17,330.72,328.78,330.72,5430
2019-11-26,330.19,330.19,328.81,329.01,5856
2019-11-27,329.2,329.92,329.2,329.77,6034
2019-11-28,329.45,329.45,327.7,328.08,4386
2019-11-29,328.01,329.01,327.63,328.27,4092
2019-12-02,327.85,329.75,327.76,329.75,3776
2019-12-03,329.24,329.83,328.94,329.11,4960
2019-12-04,328.16,328.36,326.94,328.22,4111
2019-12-05,327.64,329.53,326.92,329.29,5411
2019-12-06,329.53,329.7,328.49,329.17,4356
2019-12-09,329.23,331.36,329.23,331.36,5565
2019-12-10,330.36,332.78,330.36,332.78,5863
2019-12-11,332.88,334.19,332.88,333.37,3275
2019-12-12,332.88,333.65,331.51,331.51,4038
2019-12-13,331.54,331.7,329.84,331.03,4554
2019-12-16,330.86,332.67,330.86,332.66,6229
2019-12-17,333.35,333.84,333.23,333.23,5202
2019-12-18,332.99,332.99,331.5,331.5,6842
2019-12-19,331.31,331.31,329.49,329.49,5275
2019-12-20,329.36,332.75,329.36,332.75,4758
2019-12-23,332.33,334.0,332.33,333.44,5418
2019-12-24,333.37,334.32,332.46,333.61,3838
2019-12-25,334.4,334.4,332.66,332.67,6956
2019-12-26,332.24,333.48,331.92,332.25,4547
2019-12-27,332.07,332.41,331.26,331.99,3887
2019-12-31,333.02,333.02,332.06,332.06,5391
2020-01-01,332.23,332.51,331.4,332.36,5446
2020-01-02,332.09,332.37,331.47,331.69,4782
06-01-2020,330.73,330.73,329.72,329.72,3248
2020-01-07,328.9,328.9,327.75,328.08,4719
2020-01-08,328.23,328.54,327.33,327.46,5702
2020-01-09,327.55,327.69,325.59,325.59,6036
2020-01-10,325.24,325.55,323.03,323.03,5950
2020-01-13,323.45,324.6,323.45,324.6,5380
2020-01-14,324.53,324.8,324.2,324.8,5328
2020-01-15,324.67,324.87,324.32,324.55,4773
2020-01-16,324.82,325.93,324.82,325.05,5456
2020-01-17,325.21,325.94,324.7,325.62,4184
2020-01-20,325.62,326.86,325.62,325.92,6515
2020-01-21,326.08,326.38,325.09,325.09,4155
2020-01-22,324.59,325.81,324.59,325.81,4994
2020-01-23,326.04,326.04,325.03,325.03,5125
2020-01-24,325.23,325.36,324.59,324.96,3742
2020-01-27,325.14,326.37,325.14,326.1,5426
2020-01-28,325.89,326.99,325.89,326.99,5814
2020-01-30,324.58,324.78,323.88,324.36,4244
31-01-2020,324.52,325.15,324.25,324.61,4730
2020-02-03,324.42,324.42,323.12,323.52,5175
2020-02-04,323.34,323.35,321.45,321.49,5656
2020-02-05,321.97,323.1,321.93,323.09,4908
2020-02-11,324.89,325.26,324.79,325.26,2735
2020-02-07,324.82,325.86,324.82,325.86,5973
2020-02-10,326.52,326.52,324.93,324.93,5241
2020-02-06,323.49,325.55,323.37,324.93,5220
2020-02-12,325.33,325.35,323.4,323.4,6055
2020-02-13,323.53,325.2,323.53,325.2,6123
2020-02-14,325.64,326.03,324.8,325.38,6039
2020-02-17,325.36,327.16,325.36,327.16,6780
18-02-2020,327.46,327.46,326.1,326.57,5944
2020-02-19,326.85,329.41,326.85,329.1,6793
2020-02-20,328.82,330.26,328.28,330.12,3934
2020-02-21,329.97,329.97,328.36,329.6,6165
2020-02-24,329.73,330.05,328.83,328.83,5654
2020-02-25,328.73,330.31,328.19,330.31,5677
2020-02-26,330.3,331.75,330.3,331.45,4854
2020-02-27,331.65,331.65,330.44,330.44,6496
2020-02-28,330.79,331.16,330.2,331.16,7528
2020-03-02,331.35,331.96,330.83,331.7,5605
2020-03-03,332.0,332.23,331.14,331.14,5561
2020-03-04,331.59,332.55,331.07,331.62,4306
2020-03-05,332.44,332.51,331.64,331.64,5157
2020-03-06,331.85,332.33,330.97,331.89,4894
2020-03-09,332.08,332.95,332.08,332.67,4952
2020-03-10,332.75,333.47,332.75,333.33,5252
2020-03-11,333.19,333.59,333.12,333.39,5315
2020-03-12,333.25,335.82,332.93,335.82,5630
2020-03-13,335.89,335.89,334.87,335.66,5539
2020-03-16,335.44,336.82,334.99,336.26,3349
2020-03-17,336.52,337.39,336.13,336.13,5074
2020-03-18,336.27,336.42,334.29,334.29,4895
2020-03-19,334.74,337.24,334.74,337.24,5656
2020-03-20,337.6,339.31,337.6,338.68,4598
2020-03-23,338.59,338.59,337.37,337.87,3933
2020-03-24,338.21,339.42,338.21,338.93,4016
2020-03-25,338.79,338.79,336.98,337.43,6312
2020-03-26,337.62,338.19,336.9,338.19,5168
2020-03-27,338.1,338.3,336.77,337.12,5425
2020-03-30,336.85,337.59,336.85,337.59,5129
2020-03-31,337.18,337.18,336.17,336.31,5256
01-04-2020,336.4,336.92,335.9,336.92,3814
2020-04-02,336.99,338.67,336.99,338.67,5780
2020-04-03,338.95,339.52,338.51,338.72,5156
2020-04-06,338.85,340.1,338.67,339.38,4014
2020-04-07,339.12,340.94,339.12,340.17,4493
2020-04-08,340.53,342.21,340.53,341.86,6131
2020-04-09,342.24,342.32,341.94,342.28,4155
2020-04-10,342.41,343.36,342.27,343.36,5675
2020-04-13,343.0,343.43,342.16,342.16,5115
2020-04-14,342.33,342.55,341.78,342.09,5150
2020-04-15,341.98,341.98,340.6,341.55,5200
2020-04-16,341.93,342.36,341.68,341.68,5970
2020-04-17,342.17,342.17,339.64,339.64,5410
2020-04-20,340.14,341.09,340.07,341.09,4905
2020-04-21,340.94,340.94,339.59,339.59,4568
2020-04-22,339.75,339.89,339.12,339.89,4141
2020-04-23,339.42,339.42,338.87,339.26,3037
24-04-2020,339.41,339.57,338.64,338.89,6455
2020-04-27,338.67,338.67,336.96,337.69,4266
2020-04-28,337.9,338.0,337.05,337.44,5272
2020-04-29,337.78,339.15,337.78,338.78,5639
2020-04-30,338.42,338.88,337.16,337.17,5342
2020-05-01,337.25,337.95,336.7,336.7,5150
2020-05-04,336.7,337.06,335.81,336.39,5852
2020-05-05,336.68,336.97,335.89,336.89,3720
2020-05-06,336.48,337.92,336.09,336.09,4903
2020-05-07,336.42,336.42,335.11,335.37,6842
2020-05-08,335.88,337.52,335.83,337.52,4992
2020-05-11,337.32,338.13,337.32,338.13,4950
2020-05-12,337.6,337.68,337.12,337.53,3869
2020-05-13,337.06,337.67,336.62,337.63,4308
2020-05-14,337.65,338.6,336.87,338.21,4690
2020-05-15,337.97,337.97,336.65,336.65,5517
2020-05-18,336.74,336.74,335.29,335.29,5477
2020-05-19,335.0,335.0,334.22,334.69,4856
2020-05-20,334.96,335.42,333.9,333.9,5288
2020-05-21,333.67,333.67,332.39,332.74,5188
2020-05-22,332.27,332.27,331.39,331.73,5682
2020-05-25,331.89,331.89,330.82,331.16,4816
2020-05-26,331.49,333.45,331.49,333.33,5185
2020-05-27,333.66,333.66,332.52,332.52,3882
2020-05-28,332.55,332.62,331.82,331.82,4980
2020-05-29,332.06,332.69,331.81,332.67,4665
2020-06-01,332.5,333.79,331.98,333.73,6030
2020-06-02,333.87,334.28,333.51,333.51,5104
2020-06-03,333.18,334.17,333.07,333.07,5741
2020-06-04,332.57,332.57,331.65,331.84,5717
2020-06-05,331.78,333.49,331.78,332.9,4735
2020-06-08,333.27,334.94,333.27,334.79,4548
2020-06-09,334.81,335.38,334.7,335.06,7129
2020-06-10,334.56,335.3,334.56,334.88,5602
2020-06-11,334.67,334.8,333.34,333.34,6448
2020-06-12,333.35,334.45,333.17,334.45,5590
2020-06-15,334.9,336.13,334.9,335.42,4543
2020-06-16,335.52,335.52,334.68,335.36,3928
2020-06-17,335.28,335.78,335.16,335.78,4829
2020-06-24,338.41,338.82,337.33,338.82,4699
2020-06-19,337.1,337.79,336.73,337.6,4215
2020-06-22,337.46,340.1,337.46,339.35,3659
2020-06-23,339.49,339.49,338.45,338.45,5865
2020-06-18,335.56,336.75,335.56,336.75,5305
2020-06-25,339.28,340.35,339.27,339.34,5251
2020-06-26,339.57,340.39,339.31,340.32,4621
2020-06-29,340.98,341.7,340.5,340.5,5346
2020-06-30,340.08,340.84,339.92,340.84,5317
2020-07-01,341.0,341.0,339.95,340.29,5443
2020-07-02,340.39,340.48,338.85,340.21,5505
2020-07-03,340.47,340.47,338.93,339.0,6274
2020-07-06,338.82,339.7,338.34,338.66,4703
2020-07-07,338.78,340.96,338.78,340.96,5914
2020-07-09,338.07,338.07,336.15,336.15,6306
2020-07-10,336.44,336.46,335.42,335.44,4803
2020-07-13,335.45,335.86,334.18,334.18,4101
2020-07-14,334.72,334.81,334.4,334.6,3152
2020-07-15,334.42,336.28,334.42,335.18,6080
2020-07-16,334.98,335.06,334.33,334.33,5423
2020-07-17,334.26,337.3,334.26,337.3,5148
2020-07-20,337.44,338.16,336.74,336.74,5724
2020-07-21,337.06,338.48,336.81,338.41,4886
2020-07-22,338.88,339.45,338.59,339.41,5434
2020-07-23,338.6,339.69,338.6,339.19,3321
2020-07-24,338.91,339.17,338.11,339.17,3386
2020-07-27,338.98,338.98,338.3,338.3,4629
2020-07-28,338.42,338.42,337.91,338.09,4351
2020-07-29,337.7,337.7,336.96,337.59,3850
2020-07-30,337.66,340.38,337.66,340.38,6680
2020-07-31,340.71,342.5,340.71,342.4,4893
2020-08-03,341.95,342.97,341.8,342.97,3253
2020-08-04,343.64,344.04,342.92,344.04,4863
2020-08-05,344.53,344.91,343.75,343.75,4570
2020-08-06,343.76,343.76,342.68,343.52,4797
07-08-2020,343.59,345.24,343.59,345.24,7108
2020-08-10,344.8,344.8,343.43,344.79,4857
2020-08-11,344.85,345.38,343.3,343.3,4954
2020-08-12,343.84,344.53,343.1,344.53,5876
2020-08-13,344.9,344.9,343.7,343.7,6169
2020-08-17,344.15,344.88,344.06,344.06,3673
2020-08-18,344.29,344.61,344.02,344.38,5145
2020-08-19,344.36,345.36,343.84,344.73,6055
2020-08-27,348.47,348.47,346.23,346.23,5095
2020-08-21,344.97,345.95,344.83,345.59,5214
24-08-2020,345.56,347.54,345.56,347.21,4917
2020-08-26,348.64,349.64,348.45,348.45,4996
2020-08-20,344.97,344.97,344.04,344.43,5852
2020-08-28,346.45,346.45,345.04,345.98,4549
2020-08-31,345.68,346.34,344.96,346.13,5965
2020-09-01,345.54,346.88,345.54,346.88,5836
2020-09-02,346.62,346.81,345.98,345.99,6179
2020-09-03,345.65,345.65,344.29,345.29,4455
2020-09-04,345.04,345.44,344.96,345.08,7205
2020-09-07,345.06,346.4,345.06,346.4,4704
08-09-2020,346.17,346.69,345.25,346.69,5859
2020-09-09,346.99,348.32,346.94,346.94,5651
10-09-2020,346.88,349.75,346.88,349.75,3720
2020-09-11,350.0,351.87,349.86,351.87,4816
2020-09-14,351.94,354.16,351.94,354.16,5287
2020-09-15,353.47,353.47,351.91,351.91,5972
2020-09-16,351.71,351.72,350.98,350.98,6167
2020-09-17,351.18,351.18,349.51,349.85,5409
2020-09-18,351.0,353.53,351.0,353.03,5065
2020-09-21,353.58,354.95,353.45,354.95,5976
2020-09-22,355.37,355.67,354.13,354.13,4744
2020-09-23,353.89,356.44,353.89,356.2,5309
2020-09-24,356.06,356.54,355.68,356.39,4744
2020-09-25,356.6,356.63,356.03,356.58,5526
2020-09-28,356.47,357.47,355.87,356.31,4920
2020-09-29,356.43,356.9,356.09,356.9,5201
2020-09-30,357.38,357.88,357.04,357.19,4928
2020-10-01,358.02,358.91,357.71,357.71,5314
2020-10-02,357.25,357.61,356.69,356.69,5929
2020-10-05,357.45,357.45,356.53,356.95,4635
2020-10-06,357.5,358.27,356.8,358.27,6025
2020-10-07,358.13,358.4,357.68,358.14,4972
2020-10-08,357.53,357.53,356.29,356.52,5292
2020-10-09,355.68,356.2,353.63,353.72,5027
2020-10-12,353.75,353.75,351.77,351.77,5817
2020-10-13,351.77,353.13,351.52,351.52,4821
2020-10-14,352.33,352.74,351.47,351.47,4907
2020-10-15,351.75,352.94,351.37,352.94,6416
2020-10-16,352.47,353.49,352.47,353.49,5512
2020-10-19,352.94,352.94,351.9,352.72,4897
2020-10-20,351.98,351.98,349.42,349.42,6225
2020-10-21,349.29,349.91,347.92,348.34,5749
2020-10-27,348.29,348.6,347.56,347.56,4239
2020-10-23,349.68,350.96,349.68,350.19,5460
2020-10-26,349.8,350.58,348.56,348.56,5445
2020-10-22,349.13,349.13,348.75,348.88,5019
2020-10-28,347.33,347.98,347.33,347.48,5714
2020-10-29,347.87,348.13,347.43,347.64,4385
2020-10-30,347.78,348.24,347.35,348.24,4814
2020-11-02,347.2,348.29,347.2,348.29,4774
2020-11-03,348.01,349.71,348.01,349.71,5608
2020-11-04,349.49,349.49,347.82,348.12,6920
2020-11-05,347.95,348.71,347.7,348.02,5366
2020-11-06,347.82,347.88,346.84,347.71,4139
2020-11-09,347.3,347.36,346.16,346.86,6574
2020-11-10,346.35,346.35,345.1,345.2,6128
2020-11-11,344.67,346.01,344.52,346.01,4836
2020-11-12,345.9,346.31,344.3,344.3,4753
2020-11-13,344.39,344.74,344.28,344.28,4699
2020-11-16,344.42,344.42,342.16,342.16,5357
17-11-2020,341.84,342.55,341.28,341.9,4924
2020-11-18,341.64,341.99,340.81,340.81,3905
2020-11-19,341.01,342.45,340.63,341.54,5037
2020-11-20,341.68,342.48,341.29,341.96,4365
2020-11-23,342.16,342.16,339.17,340.16,4946
2020-11-24,340.27,342.05,340.2,341.09,4727
2020-11-25,341.33,341.56,340.11,340.11,5908
2020-11-26,340.53,344.01,340.53,344.01,6345
2020-11-27,343.88,344.08,342.19,342.19,5754
2020-11-30,342.14,344.23,342.14,344.23,5470
2020-12-01,343.79,344.79,343.32,343.32,4190
2020-12-02,343.21,346.24,343.21,346.24,5058
2020-12-03,346.04,347.17,346.04,347.11,4049
2020-12-04,346.53,348.14,346.53,347.42,4962
2020-12-07,347.22,347.43,346.63,346.81,5271
2020-12-08,347.68,348.64,347.53,348.64,4836
2020-12-09,348.08,348.55,346.67,348.55,3671
2020-12-10,349.2,349.53,348.1,348.1,4792
11-12-2020,347.67,348.42,346.96,348.26,5215
14-12-2020,348.54,348.54,347.04,347.04,6915
2020-12-15,347.01,347.01,345.89,346.87,4652
2020-12-16,347.23,348.75,347.23,348.75,4301
2020-12-17,348.55,348.58,347.63,347.99,5799
2020-12-18,348.23,348.44,346.71,346.71,5015
2020-12-21,347.11,347.8,347.11,347.72,6565
2020-12-22,347.63,347.75,346.82,347.18,5366
2020-12-23,346.97,347.72,346.72,347.1,4128
2020-12-24,346.89,347.87,346.8,347.87,5133
2020-12-25,348.08,350.74,348.08,350.74,5530
2020-12-28,350.45,351.52,350.45,350.93,5425
2020-12-29,351.02,352.97,351.02,352.95,4656
2020-12-30,352.59,352.91,352.11,352.78,5063
2020-12-31,352.56,354.88,352.56,354.88,5275
2021-01-01,354.65,355.92,354.65,355.92,4306
2021-01-04,355.68,355.86,355.29,355.51,5477
2021-01-05,355.64,356.16,355.49,356.16,4893
2021-01-06,356.24,357.43,356.24,356.93,5720
2021-01-07,356.8,357.95,356.5,357.95,4519
2021-01-08,358.21,358.21,356.88,357.15,5116
2021-01-11,357.29,357.29,356.56,356.56,5102
2021-01-12,356.58,357.33,354.77,355.19,3639
2021-01-13,355.44,357.18,355.44,357.18,5011
2021-01-14,357.04,357.04,355.5,355.5,6567
2021-01-15,355.13,355.24,354.77,354.77,6595
2021-01-18,355.03,355.38,353.7,353.7,5697
2021-01-19,353.24,353.89,353.0,353.89,4212
2021-01-20,353.75,354.72,353.65,354.53,5922
2021-01-21,354.23,354.63,352.69,352.69,3594
2021-01-22,352.73,352.73,351.48,352.67,3956
2021-01-25,352.76,353.17,352.22,352.22,4568
2021-01-26,352.32,353.1,352.32,352.85,4733
2021-01-27,353.34,353.52,351.91,352.26,6093
2021-01-28,352.74,352.74,351.54,352.09,5446
2021-01-29,351.96,352.84,351.96,352.15,5171
2021-02-01,352.33,352.87,352.3,352.3,4609
2021-02-02,352.07,352.55,352.07,352.53,3665
